id,notes,original_zip,match_kind,state_code,county_code,tract_code,block_code,RRF Award Amount ,No of months of assistance,Rent owing,RRF Award Type ,Mthly Self Employment,Mthly Unemployment,Mthly Interest or Dividend,Mthly Pension or Retirement,Mthly TANF/Public Assistance,Mthly Alimony income,Mthly Armed Forces income,Mthly Other income
8721,,2122,Exact,25,25,91700,1005,4600,4,0,,,,,,,,,
8723,,2128,Exact,25,25,50700,1003,6000,1,6800,Arrears,,,,,,,,
8724,,2126,Exact,25,25,101001,2005,6000,1,4950,Arrears & Future payments,,,,,,,,
8725,,2120,Exact,25,25,81400,4005,3879,4,2800,Arrears & Future payments,,1800,,,,,,
8728,,2124,Exact,25,25,100800,6012,6000,2,4125,Arrears & Future payments,,,,1486,,,,
8731,,2119,Exact,25,25,81700,3008,6000,,2900,Arrears,,1132,,,,,,
8732,,2124,Exact,25,25,100500,4000,6000,3,6590,Arrears,,,,,,,,
8734,,2122,Exact,25,25,91600,2002,6000,,18500,,,560,,,,,,
8736,,2131,Exact,25,25,140106,1001,6000,,9044,Arrears,,1806,,,,,,
8739,,2124,Exact,25,25,100400,1000,4200,3,0,Arrears & Future payments,,980,,,,,,
8744,,2115,Exact,25,25,10500,2003,4000,1,3590,Arrears & Future payments,,1148,,,596,,,
8746,,2130,Exact,25,25,120301,2003,4000,2,0,Future payments,,,,,300,,,
8747,,2135,Exact,25,25,102,2008,6000,,4000,,,,,,,,,
8750,,2122,Exact,25,25,100601,2004,2500,3,5800,Arrears,,889,,,,,,
8752,,2121,Exact,25,25,90400,2014,6000,4,12000,Arrears,,,,,,,,1900
8754,,2136,Exact,25,25,140201,2010,4500,,3600,Arrears,500,,,,,,,
8755,,2128,Exact,25,25,51000,1008,2740,2,995,,,1460,,,,,,
8758,,2125,Exact,25,25,90400,2008,6000,,6600,,,267,,,,,,
8759,,2128,Exact,25,25,50700,1001,6000,2,4800,Arrears & Future payments,,,,,,,,
8761,,2128,Exact,25,25,50200,4001,4000,2,3500,Arrears & Future payments,,,,,,,,
8762,,2128,Exact,25,25,51101,2003,6000,4,4500,,,,,,,,,680
8763,,2130,Exact,25,25,120201,2004,4259,,3036,,,,,,,,,
8765,,2135,Exact,25,25,503,2006,4000,2,1825,Arrears & Future payments,,0,,,,,,
8768,,2128,Exact,25,25,51000,1022,6000,3,4250,Arrears,,,,,,,,0
8771,,2135,Exact,25,25,301,3005,3468,3,867,Arrears & Future payments,,3951,,,,,,
8772,,2122,Exact,25,25,92101,5009,2200,1,0,Future payments,,,,,,,,
8773,,2126,Exact,25,25,101102,2007,6000,2,4000,Arrears & Future payments,,,,,,356,,
8775,,2124,Exact,25,25,100500,2007,3400,3,850,Arrears & Future payments,,1767,,,,,,
8776,,2121,Exact,25,25,90100,5002,3400,,3400,,,,,,,,,
8777,,2125,Exact,25,25,91100,5001,4200,6,4200,,,,,,,,,
8778,,2129,Exact,25,25,40401,1003,3362,3,3600,,,,,,,,,
8780,,2124,Exact,25,25,100300,3005,6000,4,11550,Arrears,,,,,,,,
8784,,2124,Exact,25,25,100800,6002,6000,,4128,,,2036,,,,,,
8787,,2128,Exact,25,25,51200,2003,3262.5,3,3264,Arrears,,,,,,,,
8790,,2124,Exact,25,25,100800,6002,4000,1,3669,Arrears & Future payments,,761,,,,,,
8792,,2128,Exact,25,25,50901,2003,6000,1,4800,Arrears & Future payments,,,,,,,,
8793,,2124,Exact,25,25,100400,2000,4000,3,5504,,,1068,,,,,,
8794,,2124,Exact,25,25,100400,2000,6000,,9443,Arrears,,,,,,,,
8795,,2124,Exact,25,25,100400,2000,3282,3,0,,,1364,,,,,,
8797,,2128,Exact,25,25,50700,1001,4500,3,3000,Arrears,,,,,,,,
8803,,2108,Exact,25,25,20101,1005,,,9625,,3500,600,,,,,,
8805,,2122,Exact,25,25,91700,2005,6000,3,6600,Arrears,1000,1120,,,,,,
8806,,2122,Exact,25,25,92101,5001,1200,1,0,Future payments,,,,,,,,
8807,,2125,Exact,25,25,91800,1002,2600,3,650,,,0,,,,,,
8809,,2126,Exact,25,25,101102,4005,6000,,3600,Arrears,,1600,,,,,,
8812,,2113,Exact,25,25,30100,2004,2635,2,0,Arrears & Future payments,2200,,,,,,,
8813,,2131,Exact,25,25,110401,1002,6000,1,5200,Arrears & Future payments,,,,,,,,
8814,,2136,Exact,25,25,140400,1000,1520,1,490,Future payments,,,,,,,,
8815,,2124,Exact,25,25,92400,5003,4000,2,4045,,,,,,,,,0
8816,,2124,Exact,25,25,92400,5003,3600,,3400,,,1096,,,,,,
8817,,2124,Exact,25,25,92400,5003,3900,,4000,Arrears & Future payments,,,,,,,,
8820,,2215,Exact,25,25,10205,3000,4476,3,0,Future payments,,1792,,,,,,
8821,,2128,Exact,25,25,50700,2002,5392,4,3,Arrears & Future payments,,,,,,,,2000
8822,,2130,Exact,25,25,81101,2000,3375,3,170,Arrears & Future payments,,,,,,,,
8823,,2119,Exact,25,25,81800,1001,4576,4,2288,Arrears & Future payments,,1444,,,,,,
8824,,2119,Exact,25,25,81800,1001,6000,,7663.91,Arrears,,1479,,,,,,
8825,,2122,Exact,25,25,92000,1004,4000,1,2100,Arrears & Future payments,,1720,,,,,,
8827,,2116,Exact,25,25,10801,3003,2190,1,2190,Future payments,,,,,,,,
8829,,2128,Exact,25,25,50700,3003,4000,,1595,Arrears & Future payments,,,,,,,,
8837,,2128,Exact,25,25,50700,1002,6000,3,5850,Arrears,,,,,,,,
8839,,2130,Exact,25,25,120201,1003,2395,1,0,Arrears,,,,,,,,
8840,,2128,Exact,25,25,50200,3001,6000,2,4500,Arrears & Future payments,,,,,,500,,
8842,,2128,Exact,25,25,50901,3007,5900,3,4100,Arrears,,,,,,,,
8844,,2118,Exact,25,25,71201,2002,2200,2,0,Future payments,,1400,,,,,,
8845,,2128,Exact,25,25,51101,2003,6000,3,9800,Arrears,800,0,0,0,0,0,0,0
8848,,2119,Exact,25,25,81700,3008,400,3,2300,Future payments,1400,,,,,,,
8851,,2126,Exact,25,25,101001,4004,1801,1,0,Future payments,,,,,,,,
8852,,2124,Exact,25,25,100601,4000,6000,,5000,,,,,,,,,
8855,,2128,Exact,25,25,50901,3007,6000,5,10800,Arrears,,,,,,,,
8856,,2119,Exact,25,25,81500,2000,4500,3,3000,Arrears,,,,,,,,
8859,,2119,Exact,25,25,81800,3001,3720,3,1240,Arrears & Future payments,1600,,,,,,,
8861,,2127,Exact,25,25,60301,2002,2850,3,3000,Arrears,,800,,,,,,
8865,,2128,Exact,25,25,50200,3001,4400,4,2200,Arrears,,,,,,,,
8868,,2124,Exact,25,25,91900,4001,3900,,3600,Arrears,,,,,,,,
8869,,2109,Exact,25,25,30500,2006,6000,3,5250,Arrears & Future payments,,,,,,,,
8870,,2126,Exact,25,25,101002,2010,2550,5,2050,Arrears,,,,,580,,,
8872,,2128,Exact,25,25,50400,1005,3750,3,0,,,1392,,,,,,
8873,,2130,Exact,25,25,81102,2008,6000,,8400,Arrears,,,,,,,,
8874,,2128,Exact,25,25,51101,1004,4000,2,2000,,,1068,,,597,,,
8876,,2114,Exact,25,25,20200,1002,4000,,4900,,,1400,,,,,,
8878,,2127,Exact,25,25,60601,1008,3600,4,3800,Arrears,,700,,,,,,
8884,,2128,Exact,25,25,50700,3004,4000,,1400,Arrears & Future payments,,,,,,,,
8886,,2128,Exact,25,25,50901,2005,2100,1,0,Arrears,,,,,,,,
8887,,2119,Exact,25,25,81800,1003,1641,1,0,Future payments,2500,1000,,,,,,
8888,,2124,Exact,25,25,100500,4000,6000,,6058.77,,,2940,,,,,,
8889,,2124,Exact,25,25,100500,1005,6000,3,7646,Arrears,,,,,,,,
8890,,2135,Exact,25,25,701,3010,2400,3,2400,,,1000,,,,,,
8893,,2125,Exact,25,25,90700,4012,4000,,1578,Arrears & Future payments,,1273,,,,,,
8894,,2125,Exact,25,25,90700,4012,6000,5,8000,,,,,,,,,
8895,,2125,Exact,25,25,90700,4012,4000,4,3754.17,Future payments,,,,,,,,
8896,,2122,Exact,25,25,92000,1006,3400,2,0,Arrears,,510,,,,,,
8897,,2124,Exact,25,25,92200,3006,4000,,4800,Arrears,,1050,,,,,,
8898,,2135,Exact,25,25,302,1005,4000,5,4000,,,1556,,,,,,
8902,,2119,Exact,25,25,80401,2007,6000,5,6000,Arrears & Future payments,,,,1151,,,,
8905,,2128,Exact,25,25,50700,2002,3000,3,3000,Arrears,,,,,,,,
8907,,2119,Exact,25,25,81500,2002,6000,,7000,Arrears,,,,,,,,
8908,,2128,Exact,25,25,50700,3003,4200,2,3100,Arrears,,,,,,,,
8909,,2119,Exact,25,25,81400,3003,4913,3,4884.75,,,,,,,,,
8910,,2119,Exact,25,25,81400,3003,4000,2,4164,,,,,,,,,
8912,,2128,Exact,25,25,50700,2002,3000,2,4000,,,,,,,,,
8913,,2128,Exact,25,25,50700,3004,1200,1,1000,Arrears,400,,,,,,,
8914,,2134,Exact,25,25,604,1006,3500,4,2625,Arrears & Future payments,,0,,,,,,
8916,,2134,Exact,25,25,704,2001,4000,3,0,Future payments,,1135,,,,,,
8919,,2128,Exact,25,25,50500,1008,6000,3,5550,Arrears,1200,,,,,,,
8920,,2128,Exact,25,25,50200,2001,4000,,3243,Arrears & Future payments,,1363,,,,,,
8921,,2128,Exact,25,25,50200,2001,,,13000,,,,,,,,,
8922,,2121,Exact,25,25,90200,1005,6000,,5000,Arrears,,,,,,,,
8929,,2124,Exact,25,25,100500,5004,3600,2,0,Future payments,,655,,,,,,
8931,,2128,Exact,25,25,50901,3006,5600,4,0,Arrears & Future payments,800,,,,,,,
8933,,2128,Exact,25,25,50700,3004,6000,,15200,Arrears,,2060,,,,,,
8934,,2119,Exact,25,25,81400,1001,6000,,10578,,,,,,,,,
8935,,2128,Exact,25,25,50700,2005,,,3800,,,3169,,,,,,
8936,,2136,Exact,25,25,140201,1007,,,950,,,,,,,,,1073
8940,,2121,Exact,25,25,91900,3009,6000,,2750,Arrears,,1068,,,,,,
8941,,2124,Exact,25,25,92300,1006,,,6000,,,3384,,,,,,
8944,,2122,Exact,25,25,92101,2012,6000,,16049,Arrears,,,,,,,,
8946,,2128,Exact,25,25,50200,2002,6000,5,6750,Arrears,,,,,,,,
8950,,2124,Exact,25,25,100500,4006,6000,,7050,Arrears,,,,,,,,1400
8953,,2136,Exact,25,25,140400,4003,4200,2,0,Future payments,,235,,,,,,
8954,,2128,Exact,25,25,50400,2003,4200,6,4200,Arrears,,,,,,,,
8955,,2128,Exact,25,25,50400,2003,6000,5,4800,Arrears & Future payments,,,,,,,,
8957,,2135,Exact,25,25,102,1008,2956,,1800,,,,,,,,,
8958,,2125,Exact,25,25,91001,1004,,,5200,,,,,,,,,0
8960,,2128,Exact,25,25,51200,2009,4000,,1650,Arrears & Future payments,,1496,,,,,,
8961,,2121,Exact,25,25,82100,2002,2902,2,1638.92,Arrears,,,,,,,,
8962,,2125,Exact,25,25,91100,3004,2200,,2200,,,,,,,,,
8963,,2119,Exact,25,25,80100,2001,6000,4,6550,Arrears,,0,,,,,,
8968,,2128,Exact,25,25,50700,2005,6000,5,3300,Arrears,,,,,,,,
8969,,2128,Exact,25,25,50700,2005,2400,3,2400,,,,,,,,,300
8971,,2124,Exact,25,25,100100,1000,4936,4,2476,Arrears & Future payments,,362,,,,,,
8972,,2124,Exact,25,25,100800,1003,4000,3,1500,,800,1068,,,,,,
8973,,2119,Exact,25,25,80300,2000,6000,3,2500,Arrears,,,,,,,,
8976,,2134,Exact,25,25,804,1007,5100,3,750,Future payments,,,,,,,,
8977,,2118,Exact,25,25,71101,1006,3000,3,3000,,,1000,,,,,,
8978,,2131,Exact,25,25,110401,1000,875,1,875,Future payments,,,,,,,,
8979,,2122,Exact,25,25,92000,1006,3400,2,0,Future payments,,1278,,,,,,
8983,,2128,Exact,25,25,50700,2001,4000,3,0,,,1591,,,,,,
8984,,2121,Exact,25,25,82000,1003,6000,,3335,Arrears,,,,,,,,
8986,,2128,Exact,25,25,50200,4000,4000,2,0,,,896,,,,,,
8991,,2129,Exact,25,25,40600,1019,2101,1,0,,,2128,,,,,,
8997,,2127,Exact,25,25,60601,1000,4000,2,0,,,2800,,,,,,
8998,,2127,Exact,25,25,60601,1000,3996,3,2536.59,,,,,,,,,
9000,,2128,Exact,25,25,50901,2001,4200,,4900,Arrears,,,,,,,,
9001,,2115,Exact,25,25,10701,3004,6000,3,4095,Arrears & Future payments,,,,,,,,
9002,,2118,Exact,25,25,70501,2004,3200,,0,Arrears,,,,,,,,
9004,,2115,Exact,25,25,10701,3004,3000,2,0,Future payments,,2592,,,,,,
9006,,2119,Exact,25,25,81800,2001,5200,4,2600,Arrears,454,0,,,,,,
9008,,2128,Exact,25,25,51101,4004,6000,3,4000,Arrears,,680,,,,,,
9009,,2128,Exact,25,25,50400,1004,3600,3,0,Future payments,,1704,,,,,,
9012,,2121,Exact,25,25,82000,3001,,,2335,,,,,,,,,
9014,,2129,Exact,25,25,40600,1029,6000,,6677.79,Arrears,,903,,,,,,
9015,,2129,Exact,25,25,40600,1029,2383,2,2300,Arrears,,,,,,,,800
9016,,2129,Exact,25,25,40600,1029,4000,,14000,Arrears,,1264,,,,,,
9017,,2129,Exact,25,25,40600,1029,4000,3,2492,Arrears,,1164,,,,,,
9018,,2129,Exact,25,25,40600,1029,5966,4,1492,Arrears,,,,,,,,
9023,,2121,Exact,25,25,91900,3006,6000,4,3000,Arrears,,288,,,,,,
9025,,2129,Exact,25,25,40600,1019,3831,3,0,Future payments,,,,,,,,
9026,,2122,Exact,25,25,92000,1005,3125,,625,Arrears & Future payments,,1810,,,,,,
9027,,2128,Exact,25,25,50901,1015,3800,2,3800,Arrears,,1208,,,,,,
9031,,2124,Exact,25,25,92400,5003,2700,,1800,,,,,,,,,3200
9034,,2135,Exact,25,25,202,3000,1577,,1577,,,1068,,,,,,
9039,,2125,Exact,25,25,91001,4000,5950,4,2956,Arrears,,1156,,,,,,
9040,,2118,Exact,25,25,70402,1008,3375,3,1125,Arrears & Future payments,,2744,,,,,,
9041,,2128,Exact,25,25,50200,1002,6000,4,6000,Arrears,,,,,,,,
9042,,2128,Exact,25,25,50200,1002,5331,4,3998,Arrears,,,,,,,,990
9043,,2128,Exact,25,25,50200,1002,4000,1,3252,Arrears & Future payments,,1200,,,,,,
9047,,2128,Exact,25,25,50200,4002,6000,5,5500,Arrears,,,,,,,,
9048,,2122,Exact,25,25,92000,4003,3200,2,0,Arrears & Future payments,,,,,,,,
9050,,2130,Exact,25,25,120500,2002,3132,3,250,Arrears & Future payments,,0,,,,,,
9053,,2136,Exact,25,25,140201,1007,4000,2,9000,,,,,,400,,,
9056,,2128,Exact,25,25,51200,3000,6000,,6000,Arrears,,710,,,,660,,
9060,,2114,Exact,25,25,20302,1000,,,5600,,,,,,,,,
9061,,2124,Exact,25,25,92400,2004,6000,,6000,,,,,,,,,
9062,,2128,Exact,25,25,50101,1001,1555,2,765,,,1257,,,,,,
9064,,2128,Exact,25,25,50200,1001,4000,,6300,Arrears,,,,,,,,
9065,,2128,Exact,25,25,50400,1000,6000,4,2800,Arrears,,,,,,,,
9068,,2126,Exact,25,25,101001,4002,6000,,7800,Arrears,,,,,,,,1148
9072,,2119,Exact,25,25,81800,3003,5324,3,0,Arrears,,1063,,,,,,
9073,,2125,Exact,25,25,90700,1008,4000,2,0,,,1068,,,,,,
9077,,2115,Exact,25,25,10404,4000,1725,3,575,Arrears,,1068,,,,,,
9080,,2124,Exact,25,25,100500,3002,3500,3,2100,Arrears,,,,,,,,
9083,,2129,Exact,25,25,40600,2003,4000,,3250,Arrears & Future payments,,1148,,,,,,
9084,,2128,Exact,25,25,50101,3003,2187.5,3,1325,Arrears,,2500,,,,,,
9086,,2124,Exact,25,25,92000,3006,6000,6,4000,Arrears,,0,,,,,,
9087,,2128,Exact,25,25,50200,1001,5200,4,0,Arrears,,,,,,,,
9089,,2124,Exact,25,25,92200,4004,4000,2,4500,Arrears,1200,,,,,,,
9092,,2124,Exact,25,25,92300,1004,4100,2,2200,Arrears,,344,,,,,,
9093,,2124,Exact,25,25,100100,5000,1700,3,1400,Arrears,,,,,,,,
9098,,2128,Exact,25,25,51101,1008,4000,3,8000,Arrears,,,,,,,,
9100,,2119,Exact,25,25,120301,2001,6000,,4000,Arrears,,,,,,,,
9105,,2121,Exact,25,25,82100,2002,6000,,6000,Arrears,,1853,,,,,,
9107,,2128,Exact,25,25,50901,2000,6000,,21600,Arrears,,1255,,,,,,530
9112,,2128,Exact,25,25,50500,1006,4100,3,1600,Arrears,,,,,,,,
9113,,2121,Exact,25,25,91900,3009,6000,,15000,,,,,,,,,
9114,,2132,Exact,25,25,130404,1005,,,5883,,,,,1406,,,,
9115,,2130,Exact,25,25,120201,2000,6000,,3100,,,317,,,,,,
9117,,2122,Exact,25,25,100603,1009,6000,,6395,,,,,,,,,
9118,,2131,Exact,25,25,110104,1004,6000,,8800,Arrears,,267,,,,,,
9119,,2131,Exact,25,25,110104,1004,6000,,6000,,,2400,,,,,,
9121,,2119,Exact,25,25,80100,2000,1938,,968.75,,100,1068,,,,,,
9122,,2119,Exact,25,25,80100,2000,3876,3,968.75,Arrears & Future payments,,1068,,,,,,
9125,,2122,Exact,25,25,91700,3004,1875,,625,,,308,,,,400,,
9126,,2128,Exact,25,25,50200,2004,1700,,0,Arrears,,,,,,,,0
9128,,2122,Exact,25,25,100603,2014,4300,3,500,Arrears,,300,,,,,,
9129,,2109,Exact,25,25,30500,3000,3375,3,1125,Future payments,,,,,,,,
9130,,2109,Exact,25,25,30500,3000,3375,3,1125,Future payments,,2176,,,,,,
9131,,2116,Exact,25,25,70402,2003,4000,2,0,Future payments,,1928,,,,,,
9133,,2136,Exact,25,25,140300,2008,3940,4,0,,260,1068,,,,,,
9134,,2126,Exact,25,25,101002,3016,6000,,11050,Arrears,,2274,,1000,,,,
9135,,2128,Exact,25,25,51200,3000,6000,3,6500,,2800,,,,,,,
9138,,2126,Exact,25,25,101002,3016,6000,,4941,Arrears & Future payments,,,,,,,,850
9142,,2124,Exact,25,25,100100,4003,6000,,8471.31,,,,,,,,,
9144,,2126,Exact,25,25,101002,3012,6000,,15000,,,,,,,,,
9148,,2126,Exact,25,25,100900,3008,6000,3,6800,Arrears,,,,,,,,
9150,,2119,Exact,25,25,81302,2006,3297,3,2198,Arrears & Future payments,,306,,,,,,
9158,,2122,Exact,25,25,92101,3021,2850,3,950,Arrears,,,,,,,,1716
9160,,2119,Exact,25,25,90600,2011,6000,4,0,Arrears,,1200,,,,,,
9161,,2119,Exact,25,25,81700,2002,4040,3,3360,Arrears,,,,,,,,
9162,,2122,Exact,25,25,91600,1003,6000,3,0,Future payments,,1068,,,,,,
9165,,2126,Exact,25,25,101002,2014,6000,5,23400,Arrears,,,,,,,,
9166,,2128,Exact,25,25,50101,1003,6000,3,4000,Arrears & Future payments,,,,,,,,
9168,,2124,Exact,25,25,100500,2007,6000,2,4000,Arrears,600,,,,,,,
9170,,2130,Exact,25,25,81200,1006,3745,1,2195,Arrears & Future payments,,,,,,,,
9171,,2124,Exact,25,25,92300,1006,6000,1,5000,Arrears & Future payments,,988,,,,,,
9172,,2124,Exact,25,25,92200,4002,6000,,5200,Arrears,,,,,,,,
9174,,2132,Exact,25,25,130300,4005,3550,4,1300,Arrears,0,,,,,,,0
9175,,2116,Exact,25,25,70202,1005,3384,3,1128,Arrears & Future payments,0,,,,,,,
9177,,2125,Exact,25,25,91100,4000,3600,2,1200,,0,578,,,,,,
9179,,2126,Exact,25,25,101102,3002,3309,2,0,,,,,,,,,
9180,,2132,Exact,25,25,130200,4007,4950,3,0,Future payments,,1456,,,,,,
9181,,2132,Exact,25,25,130300,4009,6000,2,8200,,,,,,,,,
9182,,2132,Exact,25,25,130404,1002,6000,,5100,Arrears,,1904,,,,,,
9184,,2119,Exact,25,25,81500,2000,6000,3,8500,,,1068,,,,,,
9186,,2125,Exact,25,25,91500,1007,3200,,3200,Arrears,,,,,,,,
9188,,2132,Exact,25,25,130404,1002,6000,,9825,Arrears,,942,,,,,,
9189,,2126,Exact,25,25,101102,3002,4000,,0,,,558,,,,,,
9190,,2126,Exact,25,25,101102,3002,4425,3,0,Arrears,,,,,,,,
9191,,2122,Exact,25,25,92101,5008,6000,3,4800,Arrears,,,,,,,,
9193,,2134,Exact,25,25,604,1002,,,2500,,,,,,,,,
9194,,2210,Exact,25,25,60604,1010,3144,2,0,Future payments,1086,,,,,400,,
9199,,2124,Exact,25,25,100500,3001,6000,,9700,Arrears,,1578,,,,750,,
9200,,2111,Exact,25,25,70202,1002,4000,4,2550,Arrears & Future payments,,559,,,,,,
9202,,2135,Exact,25,25,701,2004,2000,2,1100,Arrears,,,,,,,,
9203,,2119,Exact,25,25,81800,3000,4752,,3600,Arrears,,,,,,,,
9206,,2126,Exact,25,25,101001,5001,6000,,7100,,,,,,,820,,
9207,,2118,Exact,25,25,71201,2005,2226,2,1900,Arrears & Future payments,,,,,,,,
9209,,2128,Exact,25,25,51200,2003,3806,2,0,Arrears & Future payments,200,1100,,,,,,
9210,,2124,Exact,25,25,100500,4006,4000,2,5200,,,3032,,,,,,
9211,,2119,Exact,25,25,80100,2003,4000,3,3000,,,222,,,,,,
9212,,2124,Exact,25,25,100500,4002,2100,1,2100,,,400,,,,,,
9213,,2124,Exact,25,25,100500,5005,6000,1,6760,Arrears,,2098,,,,,,
9215,,2124,Exact,25,25,100500,1005,3600,3,1200,Arrears & Future payments,,,,,,,,
9216,,2124,Exact,25,25,100500,1005,3300,3,0,Future payments,,,,,,,,
9218,,2132,Exact,25,25,130406,2001,2101,1,2101,Arrears,,,,,836,,,
9220,,2124,Exact,25,25,92300,2000,4000,2,3800,,,,,,530,,,524
9222,,2136,Exact,25,25,140105,1020,6000,6,4000,Arrears & Future payments,0,,,,,,,
9226,,2129,Exact,25,25,40600,1050,4500,2,2400,Arrears,,1500,,,,,,
9227,,2125,Exact,25,25,91400,1001,4000,3,1680,Arrears & Future payments,,3427,,,,,,
9229,,2135,Exact,25,25,102,2010,5472,4,1386.7,Arrears,,464,,,,,,
9230,,2132,Exact,25,25,130404,2018,,,2200,,,,,,,400,,
9232,,2125,Exact,25,25,90400,3005,6000,,16000,Arrears,,,,,,,,
9237,,2122,Exact,25,25,100601,1005,6000,3,8000,,,2600,,,,,,
9245,,2127,Exact,25,25,60301,3007,4000,1,3229,,,2354,,,,,,
9247,,2131,Exact,25,25,140106,2001,2488,2,2000,Arrears,,,,,,,,
9248,,2128,Exact,25,25,51101,2003,6000,4,5400,Arrears & Future payments,,,,,,,,
9249,,2125,Exact,25,25,90400,3005,3600,6,4000,Arrears,,,,,,,,
9253,,2121,Exact,25,25,90100,1012,4000,1,1600,Arrears & Future payments,,,,,,,,
9259,,2125,Exact,25,25,91300,2006,3659,3,2418,Arrears,,,,,,,,
9261,,2124,Exact,25,25,100500,4003,6000,4,12800,Arrears,,,,,,,,
9262,,2131,Exact,25,25,110201,1002,4350,,2900,,,,,,,,,
9267,,2122,Exact,25,25,100603,1016,5600,4,0,Arrears & Future payments,,1040,,,,,,
9271,,2128,Exact,25,25,50600,2007,6000,4,4500,Arrears,,,,,,,,200
9274,,2121,Exact,25,25,90300,1005,3928,3,3000,,,,,,,,,1106
9278,,2111,Exact,25,25,70202,1002,3600,3,0,Future payments,,,,1458,,,,
9281,,2125,Exact,25,25,91100,4002,6000,,10700,Arrears,2000,,,,,,,
9285,,2122,Exact,25,25,92101,1000,5600,4,4200,Arrears,300,,,,220,,,992
9289,,2130,Exact,25,25,81200,2000,6000,,6893,Arrears,,,,,,,,
9290,,2130,Exact,25,25,81200,2000,3538,3,3538,,,,,,,800,,
9292,,2131,Exact,25,25,110502,2007,6000,3,6000,,,1004,,,,,,
9294,,2128,Exact,25,25,50101,1004,6000,3,5000,Arrears,,,,,,,,
9295,,2128,Exact,25,25,50101,1004,6000,,7500,Arrears,,,,,,,,0
9300,,2124,Exact,25,25,100100,2003,6000,1,5600,Arrears & Future payments,,,,,500,,,
9308,,2135,Exact,25,25,701,1003,6000,,1875,,,,,,,,,
9309,,2128,Exact,25,25,51000,1004,2300,3,350,Future payments,,0,,,,,,
9310,,2124,Exact,25,25,100601,3010,4000,2,0,Future payments,,,,,,,,
9311,,2121,Exact,25,25,90300,3002,2375,5,1800,Arrears,,,,,,,,
9312,,2124,Exact,25,25,100500,3002,5000,2,5000,Arrears,,,,,,,,
9314,,2134,Exact,25,25,804,1004,6000,,3800,Arrears,,,,,,,,
9315,,2135,Exact,25,25,506,1007,750,,750,,,592,,,,,,
9322,,2131,Exact,25,25,110301,2011,6000,3,4800,Arrears,,1700,,,,,,
9324,,2136,Exact,25,25,140300,6006,4520,3,3000,Arrears,,,,,,,,
9327,,2124,Exact,25,25,100500,3005,3750,,8000,,,342,,,,,,
9329,,2128,Exact,25,25,50600,1007,6000,4,4000,Arrears & Future payments,,,,,,700,,
9330,,2111,Exact,25,25,70103,1001,1390,1,0,,,1863,,,,,,
9331,,2111,Exact,25,25,70103,1001,4000,,2780,Arrears & Future payments,,546,,,,,,
9334,,2111,Exact,25,25,70103,1001,4000,2,2797,Arrears & Future payments,,2118,,,,,,
9335,,2124,Exact,25,25,100100,5000,6000,,4000,,,200,,,,,,
9336,,2125,Exact,25,25,91100,2003,6000,,850,Arrears,,1260,,,,,,
9337,,2111,Exact,25,25,70202,1003,4000,2,2800,Arrears & Future payments,,,,,,,,
9341,,2135,Exact,25,25,301,4003,2850,3,950,Future payments,,,,,,,,
9344,,2131,Exact,25,25,140106,2001,6000,,7750,Arrears,,,,,,,,
9347,,2128,Exact,25,25,50300,1016,6000,4,3600,Arrears & Future payments,,,,,,,,
9349,,2125,Exact,25,25,91300,1009,6000,2,0,Future payments,,3204,,,,,,
9351,,2122,Exact,25,25,91700,1001,2700,2,0,Arrears & Future payments,,,,,,,,
9352,,2122,Exact,25,25,91700,1001,2700,2,0,Arrears & Future payments,,1307,,,,,,
9354,,2119,Exact,25,25,80100,2002,6000,5,5300,Arrears,,,,,,,,
9356,,2128,Exact,25,25,51101,1007,6000,2,4800,Arrears,,,,,,,,
9359,,2124,Exact,25,25,100300,4002,5488,,1372,,,1280,,,,,,
9363,,2125,Exact,25,25,91100,1004,4000,3,1990,Arrears & Future payments,,,,,,,,
9369,,2126,Exact,25,25,101102,1002,6000,2,4800,Arrears & Future payments,,,,,,,,
9373,,2121,Exact,25,25,82100,2002,4238,3,2733.8,Arrears,,1960,,,,,,
9375,,2136,Exact,25,25,140300,1006,4600,2,2300,Arrears & Future payments,,,,,,,,
9376,,2126,Exact,25,25,101001,5001,5400,6,1150,Arrears & Future payments,,1032,,,,,,
9377,,2125,Exact,25,25,91300,1002,2200,2,2200,Arrears,,1864,,,,,,
9378,,2136,Exact,25,25,140400,1000,4000,4,3400,,,297,,,,,,
9379,,2126,Exact,25,25,101102,4007,4000,1,1400,,,,,,,,,
9381,,2118,Exact,25,25,70802,1005,1805,4,1805,Arrears,,431,,,,,,
9382,,2125,Exact,25,25,91300,2008,6000,,4500,,,,,,,,,
9386,,2134,Exact,25,25,804,1003,4000,5,2250,Arrears,,,,,,,,0
9387,,2127,Exact,25,25,61000,1004,3600,4,900,Arrears & Future payments,,,,,,,,
9390,,2136,Exact,25,25,140202,4010,6000,,5700,,,2200,,,,,,
9393,,2119,Exact,25,25,81301,2001,4207,3,4702,,,,,,,,,
9394,,2119,Exact,25,25,81301,2001,5748,4,3450,Arrears,,,,,,,,
9395,,2119,Exact,25,25,81301,2001,4177.5,3,1712,Arrears,,,,,,,,
9397,,2122,Exact,25,25,92101,2007,4000,,2400,Arrears & Future payments,,1148,,,,,,
9398,,2122,Exact,25,25,92101,2007,4200,3,0,Future payments,,,,,,,,
