,id,original_zip,match,match_kind,state_code,county_code,tract_code,block_code,Rental Relief Fund: How much rent do you owe due to COVID-19,Rental Relief Fund: How much do you owe on utilities listed?,Rental Relief Fund: Total Monthly Income all sources,Rental Relief Gap,Months of Assistance Awarded,Date of Final Decision,Utility Payments - Amount obtained (),Future Stipend - Amount obtained (),Rental Arrears - Amount obtained (),Moving Costs - Amount obtained (),Total RRF Award
767,164001,2128,Match,Exact,25.0,25.0,50700.0,1000.0,0.0,0.0,924,0,May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,5/21/2021,0.0,0.0,8336.0,0.0,8336.0
768,164002,2131,Match,Non_Exact,25.0,25.0,91800.0,3004.0,4800.0,257.0,202,5057,February-21; March-21; April-21; May-21; June-21; July-21,5/21/2021,0.0,0.0,6919.0,0.0,6919.0
769,164003,2125,Match,Non_Exact,25.0,25.0,50200.0,2004.0,1098.0,0.0,2700,1098,May-21; June-21; July-21; August-21; September-21,6/18/2021,1500.0,0.0,5470.0,0.0,6970.0
770,164004,2124,Match,Non_Exact,25.0,25.0,110502.0,2011.0,10000.0,0.0,400,10000,March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21,0,0.0,0.0,12200.0,0.0,12200.0
771,164005,2124,Match,Non_Exact,25.0,25.0,91001.0,2001.0,0.0,0.0,0,0,May-21; June-21; July-21; August-21,7/13/2021,0.0,1000.0,3000.0,0.0,4000.0
772,164007,2132,Match,Non_Exact,25.0,25.0,50101.0,1003.0,0.0,0.0,700,0,June-20; July-20; August-20; September-20; October-20,0,0.0,0.0,11167.0,0.0,11167.0
773,164008,2124,Match,Non_Exact,25.0,25.0,120301.0,3007.0,7261.0,0.0,2500,7261,November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/21/2021,0.0,0.0,7198.0,0.0,7198.0
774,164009,2131,Match,Non_Exact,25.0,25.0,100500.0,4006.0,27000.0,3100.0,2244,30100,October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/21/2021,0.0,0.0,15000.0,0.0,15000.0
775,164010,2135,Match,Non_Exact,25.0,25.0,81700.0,2002.0,10625.0,0.0,1982,10625,November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,5/26/2021,0.0,0.0,14076.0,0.0,14076.0
776,164011,2125,Match,Non_Exact,25.0,25.0,60603.0,1005.0,1318.0,620.79,1067,1938.79,May-21; June-21; July-21; August-21,8/10/2021,919.19,0.0,8356.0,0.0,15000.0
777,164012,2124,Match,Non_Exact,25.0,25.0,110301.0,2015.0,3300.0,1318.0,500,4618,May-21; June-21; July-21; August-21,5/28/2021,0.0,0.0,6011.0,0.0,6011.0
778,164014,2130,Match,Non_Exact,25.0,25.0,100500.0,5005.0,0.0,0.0,1334,0,June-20; July-20; August-20; September-20,0,0.0,0.0,5994.0,0.0,5994.0
779,164015,2136,Match,Non_Exact,25.0,25.0,502.0,2003.0,0.0,0.0,2765,0,May-21; June-21,5/21/2021,528.96,0.0,5140.0,0.0,8238.96
780,164016,2121,Match,Non_Exact,25.0,25.0,91400.0,1001.0,7580.0,0.0,1012,7580,November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/21/2021,0.0,0.0,7580.0,0.0,7580.0
781,164017,2132,No_Match,0,0.0,0.0,130402.0,4021.0,425.0,71.7,0,496.7,May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,0,0.0,0.0,3025.0,0.0,3025.0
782,164018,2124,Match,Non_Exact,25.0,25.0,61204.0,1018.0,0.0,0.0,2826,0,21-Jun,6/2/2021,0.0,0.0,5049.0,0.0,11781.0
783,164020,2121,Match,Non_Exact,25.0,25.0,92200.0,1002.0,9000.0,9190.47,0,18190.47,December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,6/10/2021,1500.0,0.0,13200.0,0.0,14700.0
784,164021,2126,Tie,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,8/4/2021,0.0,0.0,0.0,5980.0,5980.0
785,164023,2125,Match,Non_Exact,25.0,25.0,101002.0,1003.0,25200.0,0.0,1068,25200,April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,6/4/2021,0.0,0.0,15000.0,0.0,15000.0
786,164024,2118,Match,Non_Exact,25.0,25.0,91200.0,2000.0,2633.0,0.0,7536,2633,October-20; February-21; March-21; April-21; May-21,5/21/2021,0.0,0.0,6103.0,0.0,6103.0
787,164025,2125,No_Match,0,0.0,0.0,90700.0,4005.0,2204.0,0.0,763,2204,May-21; June-21; July-21; August-21; September-21,6/12/2021,0.0,0.0,9380.0,0.0,9380.0
788,164026,2119,Match,Non_Exact,25.0,25.0,100400.0,4003.0,7848.0,4106.0,517,11954,March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21,7/13/2021,1500.0,0.0,12254.0,0.0,13754.0
789,164027,2125,Match,Non_Exact,25.0,25.0,50200.0,2004.0,1300.0,1159.71,42100,2459.71,21-Jun,6/8/2021,1179.74,0.0,1300.0,0.0,2479.74
790,164028,2119,No_Match,0,0.0,0.0,80601.0,3009.0,15400.0,0.0,2812,15400,May-20; June-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,0,0.0,0.0,15000.0,0.0,15000.0
791,164029,2135,Match,Non_Exact,25.0,25.0,40200.0,2011.0,4000.0,0.0,2600,4000,September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,5/28/2021,0.0,0.0,15000.0,0.0,15000.0
792,164030,2132,Tie,0,0.0,0.0,130300.0,2017.0,3000.0,2050.0,2000,5050,January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,5/21/2021,1500.0,0.0,6920.0,0.0,8420.0
793,164031,2134,Match,Non_Exact,25.0,25.0,90901.0,2004.0,30000.0,1188.0,0,31188,0,6/7/2021,1251.57,0.0,0.0,0.0,1251.57
794,164033,2124,Match,Non_Exact,25.0,25.0,704.0,2002.0,789.0,3230.21,2800,4019.21,21-May,5/28/2021,0.0,0.0,2103.0,0.0,2103.0
795,164037,2126,Match,Non_Exact,25.0,25.0,140106.0,1001.0,65.0,0.0,0,65,May-21; June-21; July-21; August-21,6/2/2021,0.0,0.0,4113.0,0.0,4113.0
796,164038,2121,Match,Non_Exact,25.0,25.0,101102.0,3002.0,7800.0,8969.68,1880,16769.68,21-Jun,5/25/2021,0.0,0.0,7800.0,0.0,7800.0
797,164040,2119,Match,Non_Exact,25.0,25.0,91900.0,3012.0,4200.0,1227.64,3800,5427.64,June-21; July-21; August-21; September-21; October-21; November-21; December-21,5/28/2021,0.0,0.0,8244.0,0.0,8244.0
798,164041,2121,Match,Non_Exact,25.0,25.0,50101.0,3006.0,6000.0,329.2,2268,6329.2,June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,6/2/2021,329.2,0.0,14340.0,0.0,14669.2
799,164042,2128,Match,Non_Exact,25.0,25.0,90600.0,1005.0,15000.0,3127.0,3600,18127,September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/21/2021,1070.08,0.0,12359.32,0.0,13429.4
800,164043,2122,Match,Non_Exact,25.0,25.0,50500.0,1003.0,4500.0,586.0,2200,5086,December-20; January-21; February-21; June-21; July-21; August-21,6/7/2021,586.32,0.0,4857.0,0.0,5443.32
801,164044,2121,No_Match,0,0.0,0.0,82000.0,1005.0,2241.0,1000.0,0,3241,April-21; June-21; July-21; August-21; September-21; October-21,7/27/2021,0.0,5803.0,0.0,0.0,5803.0
802,164049,2121,Match,Non_Exact,25.0,25.0,92000.0,4007.0,15750.0,0.0,875,15750,October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21,6/17/2021,0.0,0.0,15000.0,0.0,15000.0
803,164050,2125,Match,Non_Exact,25.0,25.0,92400.0,3005.0,1000.0,0.0,1800,1000,January-21; February-21; March-21; April-21; May-21; June-21; July-21,7/13/2021,0.0,0.0,4550.0,0.0,4550.0
804,164051,2118,Match,Non_Exact,25.0,25.0,130402.0,2012.0,5250.0,2463.05,2418,7713.05,June-21; July-21; August-21; September-21,6/9/2021,1500.0,0.0,5757.0,0.0,16132.0
805,164052,2130,Match,Non_Exact,25.0,25.0,140105.0,2002.0,3600.0,1582.0,1300,5182,December-20; May-21; June-21; July-21; August-21; August-21; September-21; September-21; October-21; November-21,6/17/2021,1046.69,0.0,10519.0,0.0,11565.69
806,164054,2125,No_Match,0,0.0,0.0,90700.0,4005.0,2750.0,269.9,3427,3019.9,March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,0,61.0,0.0,5116.0,0.0,5177.0
807,164055,2124,Match,Non_Exact,25.0,25.0,81200.0,1006.0,2325.0,2925.0,0,5250,May-21; June-21,0,1459.73,0.0,4471.0,0.0,5930.73
808,164056,2124,Match,Non_Exact,25.0,25.0,10206.0,1003.0,805.0,65.0,0,870,21-Feb,6/12/2021,73.03,0.0,804.91,0.0,877.94
809,164057,2120,Match,Non_Exact,25.0,25.0,82100.0,3000.0,14400.0,1115.49,0,15515.49,September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/28/2021,1148.51,0.0,13851.49,0.0,15000.0
810,164058,2128,Match,Non_Exact,25.0,25.0,100900.0,2000.0,10000.0,3700.0,3252,13700,June-20; August-20; March-21; April-21; May-21,6/25/2021,0.0,0.0,15000.0,0.0,15000.0
811,164059,2122,Match,Non_Exact,25.0,25.0,80900.0,1003.0,36000.0,0.0,2268,36000,August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,5/28/2021,0.0,0.0,15000.0,0.0,15000.0
812,164060,2121,Match,Non_Exact,25.0,25.0,50901.0,1002.0,2000.0,0.0,4000,2000,June-20; June-21; July-21; August-21; September-21,6/17/2021,0.0,0.0,10650.0,0.0,10650.0
813,164061,2210,Match,Non_Exact,25.0,25.0,92000.0,1008.0,860.0,1600.0,934,2460,May-21; June-21; July-21; August-21; September-21,6/12/2021,1500.0,0.0,5221.0,0.0,12351.91
814,164062,2131,Match,Non_Exact,25.0,25.0,82000.0,1001.0,2700.0,31497.08,1236,34197.08,June-21; July-21; August-21; September-21,6/12/2021,1500.0,0.0,2577.0,0.0,4077.0
815,164063,2136,Match,Non_Exact,25.0,25.0,61204.0,1018.0,1666.0,0.0,2402,1666,June-21; July-21; August-21; September-21; October-21; November-21; December-21,5/28/2021,0.0,0.0,13328.0,0.0,13328.0
816,164064,2119,Match,Non_Exact,25.0,25.0,110607.0,3001.0,0.0,0.0,3085,0,June-21; July-21; August-21; September-21; October-21; November-21; December-21,0,0.0,0.0,2800.0,0.0,2800.0
817,164065,2125,Match,Non_Exact,25.0,25.0,20301.0,1005.0,1100.0,0.0,8200,1100,August-21; September-21; October-21,7/13/2021,0.0,0.0,5145.0,0.0,5145.0
818,164066,2126,Match,Non_Exact,25.0,25.0,140300.0,6004.0,7000.0,7355.7,1660,14355.7,August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21,6/4/2021,1500.0,0.0,8529.0,0.0,10029.0
819,164067,2128,Match,Non_Exact,25.0,25.0,71101.0,4000.0,4000.0,77.61,784,4077.61,January-21; February-21; March-21; April-21; June-21; July-21,7/10/2021,0.0,4195.0,4194.74,0.0,8389.74
820,164068,2119,No_Match,0,0.0,0.0,81700.0,5003.0,7750.0,41150.0,1176,48900,February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21,6/18/2021,1500.0,0.0,11120.0,0.0,12620.0
821,164069,2135,Match,Non_Exact,25.0,25.0,101002.0,3000.0,1251.0,0.0,736,1251,July-21; August-21; September-21; October-21,7/27/2021,0.0,3305.0,0.0,0.0,3305.0
822,164070,2215,Match,Non_Exact,25.0,25.0,61201.0,1014.0,3600.0,890.0,3600,4490,February-21; March-21; April-21,0,744.35,0.0,5286.0,0.0,6030.35
823,164071,2136,Match,Non_Exact,25.0,25.0,202.0,3010.0,0.0,0.0,240,0,August-21; September-21; October-21; November-21,9/2/2021,288.49,6750.0,2250.0,0.0,9288.49
824,164072,2124,Match,Non_Exact,25.0,25.0,130406.0,1001.0,4063.0,1594.0,976,5657,July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21,6/17/2021,1500.0,0.0,2700.0,0.0,4200.0
825,164073,2121,Match,Non_Exact,25.0,25.0,92400.0,2004.0,5116.0,0.0,1588,5116,October-20; November-20; December-20; January-21,6/9/2021,61.19,0.0,5116.0,0.0,5177.19
826,164074,2125,Match,Non_Exact,25.0,25.0,90400.0,2014.0,11000.0,0.0,1900,11000,June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,6/5/2021,0.0,0.0,14988.0,0.0,14988.0
827,164075,2121,Match,Non_Exact,25.0,25.0,140201.0,1007.0,750.0,0.0,1073,750,May-21; June-21; July-21; August-21; September-21,6/2/2021,0.0,0.0,3784.0,0.0,7584.0
828,164076,2122,Match,Non_Exact,25.0,25.0,90400.0,3002.0,11942.0,0.0,0,11942,January-21; February-21; March-21; April-21; May-21; June-21; July-21,6/17/2021,0.0,0.0,15000.0,0.0,15000.0
829,164077,2132,Match,Non_Exact,25.0,25.0,100603.0,2022.0,6450.0,600.0,0,7050,October-20; November-20; December-20; January-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; November-21; December-21,5/28/2021,0.0,0.0,12650.0,0.0,12650.0
830,164078,2124,Match,Non_Exact,25.0,25.0,601.0,2002.0,1968.0,1273.52,0,3241.52,March-21; April-21; May-21; June-21; July-21; August-21,6/12/2021,1154.84,0.0,3061.0,0.0,4215.84
831,164079,2132,No_Match,0,0.0,0.0,130402.0,4021.0,1500.0,60.0,2240,1560,June-21; July-21; August-21; September-21,6/12/2021,58.75,0.0,4967.0,0.0,10808.84
832,164080,2124,Match,Exact,25.0,25.0,100100.0,1000.0,2780.0,950.0,1834,3730,May-21; June-21; July-21; August-21; September-21,6/15/2021,830.54,0.0,4879.0,0.0,5709.54
833,164081,2121,Match,Non_Exact,25.0,25.0,90600.0,2010.0,0.0,0.0,600,0,July-20; June-21; July-21,7/28/2021,0.0,3988.0,0.0,3988.0,7976.0
834,164083,2119,Match,Non_Exact,25.0,25.0,82100.0,3000.0,5240.0,932.72,4483,6172.72,February-21; March-21; April-21; May-21; June-21; July-21; August-21,0,933.72,0.0,9447.0,0.0,10380.72
835,164085,2136,Match,Non_Exact,25.0,25.0,81700.0,4003.0,10000.0,8000.0,2414,18000,October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21,6/17/2021,1042.0,0.0,13958.0,0.0,15000.0
836,164086,2114,Match,Non_Exact,25.0,25.0,110105.0,1015.0,3189.0,930.0,0,4119,March-20; April-20; May-20,0,929.9,0.0,3816.0,0.0,4745.9
837,164087,2119,Match,Non_Exact,25.0,25.0,140400.0,6001.0,0.0,0.0,3024,0,21-May,5/28/2021,0.0,0.0,3021.0,0.0,11188.96
838,164088,2114,Tie,0,0.0,0.0,20305.0,1004.0,3027.0,0.0,3420,3027,May-21; June-21; July-21; August-21; September-21,6/9/2021,0.0,0.0,10427.0,0.0,10427.0
839,164090,2122,Match,Non_Exact,25.0,25.0,110105.0,1015.0,2740.0,826.81,2500,3566.81,May-21; June-21; July-21; August-21,0,826.81,0.0,5337.0,0.0,6163.81
840,164091,2127,Match,Non_Exact,25.0,25.0,50600.0,2000.0,6816.0,1992.77,3136,8808.77,November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,8/8/2021,1500.0,0.0,7448.0,0.0,8948.0
841,164092,2121,Match,Non_Exact,25.0,25.0,100603.0,2010.0,12000.0,160.0,1200,12160,November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,0,236.3,0.0,14941.0,0.0,15177.3
842,164094,2131,Match,Non_Exact,25.0,25.0,100400.0,1001.0,9400.0,0.0,4042,9400,January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21,6/3/2021,0.0,0.0,12150.0,0.0,12150.0
843,164095,2125,Match,Non_Exact,25.0,25.0,110607.0,3006.0,0.0,0.0,1710,0,May-21; June-21; July-21; August-21; September-21,6/9/2021,0.0,0.0,7347.33,0.0,7347.33
844,164096,2126,Match,Non_Exact,25.0,25.0,100500.0,1005.0,1800.0,3000.0,1948,4800,May-21; June-21; July-21; August-21; September-21,6/17/2021,1500.0,0.0,5954.0,0.0,7454.0
845,164097,2119,Match,Non_Exact,25.0,25.0,90400.0,4004.0,2200.0,2330.0,1664,4530,April-21; May-21; June-21; July-21; August-21; September-21,6/17/2021,703.7,0.0,11592.0,0.0,12295.7
846,164099,2210,Match,Non_Exact,25.0,25.0,81800.0,1001.0,653.0,0.0,750,653,April-21; May-21; June-21; July-21; August-21; September-21,0,0.0,0.0,3084.0,0.0,3084.0
847,164100,2135,Match,Non_Exact,25.0,25.0,81900.0,1013.0,12000.0,690.02,0,12690.02,April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,6/21/2021,689.02,0.0,12000.0,0.0,12689.02
848,164101,2124,Match,Non_Exact,25.0,25.0,92101.0,5000.0,0.0,275.0,942,275,May-21; June-21,5/28/2021,0.0,0.0,4660.0,0.0,4660.0
849,164102,2119,Match,Non_Exact,25.0,25.0,101101.0,3009.0,8329.0,0.0,0,8329,June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,6/17/2021,0.0,0.0,8329.0,0.0,8329.0
850,164103,2210,Tie,0,0.0,0.0,61204.0,1018.0,0.0,0.0,2550,0,March-21; April-21; May-21; June-21; July-21; August-21; September-21,6/8/2021,0.0,0.0,5597.0,0.0,5597.0
851,164104,2135,Match,Non_Exact,25.0,25.0,80601.0,3009.0,3000.0,200.0,2300,3200,March-21; April-21; May-21; June-21; July-21,7/29/2021,0.0,0.0,10000.0,0.0,10000.0
852,164110,2119,Match,Non_Exact,25.0,25.0,100400.0,3002.0,9180.0,0.0,400,9180,October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21,6/4/2021,0.0,0.0,12000.0,0.0,12000.0
853,164112,2124,Match,Non_Exact,25.0,25.0,120400.0,4008.0,1600.0,0.0,2268,1600,May-21; June-21; July-21; August-21; September-21,6/17/2021,0.0,0.0,0.0,8559.0,8559.0
854,164114,2125,Match,Non_Exact,25.0,25.0,51000.0,2009.0,6070.0,0.0,3120,6070,June-20; July-20; August-20; September-20; October-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21,0,0.0,0.0,4870.0,0.0,4870.0
855,164116,2215,No_Match,0,0.0,0.0,10204.0,3002.0,1318.0,0.0,2976,1318,June-21; July-21; August-21,7/1/2021,0.0,1318.0,5542.0,0.0,6860.0
856,164120,2119,Match,Non_Exact,25.0,25.0,91600.0,1004.0,3375.0,433.85,5000,3808.85,March-21; April-21; May-21; June-21,6/17/2021,433.85,0.0,4500.0,0.0,4933.85
857,164123,2136,Match,Non_Exact,25.0,25.0,20305.0,1006.0,10114.0,0.0,0,10114,July-20; August-20; April-21; May-21; June-21,7/24/2021,0.0,15000.0,0.0,0.0,15000.0
858,164124,2136,Match,Non_Exact,25.0,25.0,60604.0,2010.0,1492.0,0.0,3000,1492,July-21; August-21; September-21,6/17/2021,0.0,0.0,3891.0,0.0,3891.0
859,164125,2124,Match,Non_Exact,25.0,25.0,140400.0,1000.0,0.0,0.0,3504,0,April-21; May-21; June-21,6/26/2021,0.0,0.0,6600.0,0.0,6600.0
860,164126,2122,Match,Non_Exact,25.0,25.0,92000.0,4006.0,2100.0,0.0,2132,2100,April-21; May-21; June-21,6/21/2021,0.0,0.0,3393.0,0.0,3393.0
861,164130,2119,Match,Non_Exact,25.0,25.0,10701.0,3004.0,0.0,1050.0,3000,1050,June-21; July-21; August-21; September-21; October-21; November-21; December-21,7/1/2021,1264.3,0.0,4945.0,0.0,6209.3
862,164133,2114,Match,Non_Exact,25.0,25.0,100601.0,2002.0,11250.0,0.0,1654,11250,August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,9/13/2021,0.0,1679.0,11250.0,0.0,12929.0
863,164135,2124,Match,Non_Exact,25.0,25.0,20304.0,2000.0,6800.0,0.0,1700,6800,April-21; May-21; June-21; July-21; August-21,6/18/2021,0.0,0.0,15000.0,0.0,15000.0
864,164136,2132,Match,Non_Exact,25.0,25.0,92000.0,3002.0,4000.0,0.0,1149,4000,April-21; May-21; June-21,6/24/2021,0.0,0.0,6000.0,0.0,15000.0
865,164138,2135,Match,Non_Exact,25.0,25.0,70402.0,1010.0,13630.0,0.0,8500,13630,January-21; February-21; March-21; April-21; May-21; June-21,0,0.0,0.0,15000.0,0.0,15000.0
866,164140,2124,Match,Non_Exact,25.0,25.0,60700.0,1007.0,2000.0,0.0,1504,2000,July-21; August-21; September-21; October-21; November-21; December-21,7/16/2021,0.0,0.0,0.0,7000.0,15000.0
867,164142,2121,Match,Non_Exact,25.0,25.0,140400.0,3009.0,4000.0,1268.62,4000,5268.62,April-21; May-21; June-21; July-21; August-21,7/22/2021,410.33,876.0,4060.0,0.0,7064.33
868,164143,2124,Match,Non_Exact,25.0,25.0,82100.0,3002.0,4209.0,0.0,1982,4209,July-20; May-21; June-21,7/24/2021,0.0,0.0,6000.0,0.0,15000.0
869,164144,2114,Match,Non_Exact,25.0,25.0,92101.0,5003.0,13800.0,1080.0,0,14880,February-21; March-21; April-21; May-21; June-21,5/9/2021,0.0,0.0,4000.0,0.0,4000.0
870,164146,2120,Match,Non_Exact,25.0,25.0,20304.0,2000.0,3428.0,0.0,2530,3428,May-21; June-21,0,0.0,0.0,4352.0,0.0,4352.0
871,164147,2124,Match,Non_Exact,25.0,25.0,51101.0,3015.0,0.0,829.33,2400,829.33,October-21; November-21; December-21,8/8/2021,610.06,5150.0,0.0,7800.0,13560.06
872,164149,2122,Match,Non_Exact,25.0,25.0,100800.0,6002.0,15000.0,2140.0,250,17140,July-21; August-21; September-21; October-21,7/27/2021,1500.0,7650.0,2650.0,0.0,11800.0
873,164150,2118,Match,Non_Exact,25.0,25.0,92300.0,3007.0,6600.0,0.0,0,6600,May-21; June-21; July-21; August-21; September-21; October-21,7/29/2021,0.0,0.0,6600.0,0.0,6600.0
874,164151,2130,Match,Non_Exact,25.0,25.0,92101.0,5001.0,2669.0,0.0,592,2669,July-21; September-21; October-21; November-21; December-21,9/14/2021,0.0,4764.0,3500.0,0.0,8264.0
875,164152,2111,Match,Non_Exact,25.0,25.0,71101.0,4000.0,1089.0,180.0,1816,1269,September-20; October-20; November-20; December-20; January-21; February-21,7/7/2021,255.78,0.0,1163.73,0.0,1419.51
876,164153,2128,Match,Non_Exact,25.0,25.0,120201.0,2000.0,11522.0,0.0,1442,11522,April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,7/13/2021,0.0,0.0,10656.0,0.0,10656.0
877,164154,2122,Tie,0,0.0,0.0,92101.0,3011.0,0.0,0.0,96,0,August-21; September-21; October-21,7/27/2021,0.0,4050.0,0.0,0.0,4050.0
878,164158,2121,Match,Non_Exact,25.0,25.0,70502.0,2002.0,5000.0,0.0,1520,5000,August-21; September-21; October-21,7/22/2021,0.0,1801.0,0.0,3282.0,5083.0
879,164159,2130,Match,Non_Exact,25.0,25.0,91100.0,5003.0,7000.0,0.0,8500,7000,May-21; June-21; July-21,7/5/2021,0.0,0.0,7700.0,0.0,7700.0
880,164160,2132,Match,Non_Exact,25.0,25.0,92400.0,3007.0,4700.0,0.0,2312,4700,April-21; May-21; June-21; July-21; August-21; September-21,6/24/2021,0.0,0.0,9712.0,0.0,9712.0
881,164161,2121,Tie,0,0.0,0.0,90100.0,3001.0,5400.0,0.0,3520,5400,April-20; May-20; June-20; March-21; April-21; May-21; June-21; July-21,0,0.0,0.0,9000.0,0.0,9000.0
882,164162,2119,Match,Non_Exact,25.0,25.0,50101.0,3006.0,4000.0,0.0,0,4000,21-Jun,6/26/2021,0.0,0.0,4000.0,0.0,15000.0
883,164163,2125,Match,Non_Exact,25.0,25.0,91700.0,1003.0,0.0,0.0,1700,0,June-21; July-21; August-21; September-21; October-21; November-21; December-21,0,0.0,0.0,0.0,6945.0,6945.0
884,164164,2135,Match,Non_Exact,25.0,25.0,91100.0,1001.0,7350.0,178.72,794,7528.72,January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,0,0.0,0.0,11535.0,0.0,11535.0
885,164165,2124,Match,Non_Exact,25.0,25.0,302.0,2004.0,4320.0,716.0,2172,5036,April-21; May-21; June-21; July-21,0,1185.01,0.0,7476.0,0.0,8661.01
886,164166,2122,Match,Non_Exact,25.0,25.0,70202.0,2003.0,0.0,0.0,2696,0,August-21; September-21; October-21,7/27/2021,0.0,2243.0,0.0,0.0,2243.0
887,164167,2124,No_Match,0,0.0,0.0,92000.0,3007.0,740.0,0.0,0,740,May-21; June-21; July-21; August-21; September-21; October-21; November-21,8/8/2021,0.0,2100.0,2800.0,0.0,4900.0
888,164168,2111,Match,Non_Exact,25.0,25.0,10404.0,3000.0,1943.0,275.0,4500,2218,October-20; June-21,9/6/2021,162.11,2446.0,3169.0,0.0,5777.11
889,164169,2136,Match,Non_Exact,25.0,25.0,101101.0,3009.0,4034.0,0.0,436,4034,January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21,9/6/2021,0.0,0.0,6119.0,0.0,6119.0
890,164170,2215,No_Match,0,0.0,0.0,10204.0,3002.0,9000.0,1000.0,2800,10000,July-21; August-21; September-21; October-21; November-21; December-21,6/6/2021,0.0,0.0,4125.0,0.0,4125.0
891,164171,2122,Tie,0,0.0,0.0,92101.0,3011.0,0.0,0.0,2364,0,August-21; September-21; October-21,7/27/2021,0.0,1169.0,0.0,0.0,1169.0
892,164172,2126,Match,Non_Exact,25.0,25.0,130406.0,1004.0,3379.0,0.0,1348,3379,July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,7/24/2021,0.0,0.0,5351.0,0.0,5351.0
893,164173,2128,Match,Non_Exact,25.0,25.0,101001.0,6005.0,466.0,1034.53,2000,1500.53,July-21; August-21; September-21; October-21; November-21; December-21,0,942.87,0.0,0.0,0.0,942.87
894,164175,2125,Match,Non_Exact,25.0,25.0,50700.0,2004.0,2700.0,1974.83,2268,4674.83,May-21; June-21; August-21; September-21; October-21; November-21,6/30/2021,1500.0,0.0,15000.0,0.0,16500.0
895,164176,2126,Match,Non_Exact,25.0,25.0,140102.0,2019.0,15000.0,700.0,800,15700,December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,7/27/2021,0.0,14480.0,0.0,0.0,14480.0
896,164177,2128,Match,Non_Exact,25.0,25.0,91800.0,2001.0,2200.0,0.0,700,2200,March-21; April-21; May-21,8/3/2021,0.0,7256.0,0.0,0.0,7256.0
897,164178,2126,Match,Non_Exact,25.0,25.0,50700.0,3004.0,4800.0,0.0,1600,4800,March-21; April-21; May-21; June-21; July-21,7/13/2021,0.0,6000.0,0.0,0.0,6000.0
898,164179,2124,Match,Non_Exact,25.0,25.0,50700.0,2005.0,2400.0,0.0,800,2400,April-21; May-21; June-21; July-21; August-21; September-21; October-21,7/10/2021,0.0,0.0,5600.0,0.0,5600.0
899,164180,2122,Tie,0,0.0,0.0,92101.0,3011.0,0.0,0.0,2300,0,August-21; September-21; October-21,7/27/2021,0.0,3242.0,0.0,0.0,3242.0
