id,notes,original_zip,manual_match_zip,match,match_kind,state_code,county_code,tract_code,block_code,Rental Relief Fund: How much rent do you owe due to COVID-19,Rental Relief Fund: How much do you owe on utilities listed?,Rental Relief Fund: Total Monthly Income all sources,Rental Relief Gap,Months of Assistance Awarded,Date of Final Decision,Utility Payments - Amount obtained ($),Future Stipend - Amount obtained ($),Rental Arrears - Amount obtained ($),Moving Costs - Amount obtained ($),Total RRF Award
164676,,2124,,Match,Non_Exact,25,25,50500,1003,"$3,600.00 ",$666.00 ,"$5,191.00 ","$4,266.00 ",June-20; July-20; August-20; September-20,9/2/21,$328.15 ,$0.00 ,"$4,950.00 ",,"$5,278.15 "
164705,,2120,,Match,Non_Exact,25,25,101002,2014,,$0.00 ,"$2,000.00 ",$0.00 ,21-Oct,8/29/21,,,"$1,800.00 ","$5,400.00 ","$7,200.00 "
164716,,2119,,Match,Non_Exact,25,25,92400,5001,,"$1,800.00 ","$2,000.00 ","$1,800.00 ",21-Aug,8/18/21,"$1,102.91 ",,,,"$1,102.91 "
164729,,2122,,Match,Non_Exact,25,25,80900,1003,$0.00 ,$0.00 ,$440.00 ,$0.00 ,May-21; June-21; July-21; August-21; September-21; October-21; November-21,8/5/21,,"$4,335.00 ","$5,780.00 ",,"$10,115.00 "
164736,,2126,,Match,Exact,25,25,101102,1003,"$9,800.00 ","$2,051.80 ","$1,000.00 ","$11,851.80 ",June-21; July-21; August-21; September-21; October-21; November-21; December-21,,,"$2,300.00 ","$12,650.00 ",,"$14,950.00 "
164745,,,2108,Tie,,,,30302,1046,,$417.00 ,"$4,152.00 ",$417.00 ,March-21; April-21; May-21,,,,"$6,000.00 ",,"$6,000.00 "
164779,,2116,,Match,Non_Exact,25,25,91400,1005,$0.00 ,$0.00 ,"$3,000.00 ",$0.00 ,July-21; August-21; September-21,9/6/21,,,"$4,652.00 ",,"$4,652.00 "
164795,,,2120,Tie,,,,70801,1005,$0.00 ,$0.00 ,"$3,700.00 ",$0.00 ,January-21; February-21; March-21; April-21; May-21; June-21,8/11/21,,,"$15,000.00 ",,"$15,000.00 "
164850,,2124,,Match,Non_Exact,25,25,100200,2002,"$12,800.00 ",$0.00 ,"$2,568.00 ","$12,800.00 ",21-Nov,9/1/21,,,"$4,000.00 ",,"$15,000.00 "
164854,,2124,,Match,Non_Exact,25,25,140201,1015,,$192.00 ,$512.00 ,$192.00 ,September-21; October-21; November-21; December-21,9/14/21,$307.21 ,"$4,950.00 ","$1,650.00 ",,"$6,907.21 "
164891,,2121,,Match,Non_Exact,25,25,140400,7005,$0.00 ,"$2,580.01 ",$388.00 ,"$2,580.01 ",21-Aug,8/30/21,"$1,500.00 ",,,,"$1,500.00 "
164911,,,2136,Tie,,,,140400,1000,"$1,940.00 ",$110.00 ,$0.00 ,"$2,050.00 ",August-21; September-21; October-21; November-21; December-21,9/9/21,$42.59 ,"$5,820.00 ","$3,880.00 ",,"$9,742.59 "
164929,,2128,,Match,Non_Exact,25,25,82100,1007,,"$4,777.91 ","$3,200.00 ","$4,777.91 ",October-21; November-21; December-21,,,"$3,255.00 ","$1,075.00 ",,"$4,330.00 "
164931,,2121,,Match,Non_Exact,25,25,140400,6011,,$0.00 ,"$2,700.00 ",$0.00 ,May-21; June-21; July-21; August-21; September-21,9/6/21,,,"$8,500.00 ",,"$8,500.00 "
164938,,2125,,Match,Non_Exact,25,25,82000,1003,"$8,009.00 ",$600.00 ,"$21,000.00 ","$8,609.00 ",February-21; April-21; May-21,8/30/21,,,"$4,509.00 ",,"$4,509.00 "
164973,,2125,,Match,Non_Exact,25,25,100100,4000,,$0.00 ,$500.00 ,$0.00 ,20-Oct,,,"$1,000.00 ","$14,000.00 ",,"$15,000.00 "
164978,,2116,,Match,Non_Exact,25,25,100400,2000,,$0.00 ,"$1,296.00 ",$0.00 ,October-21; November-21; December-21,,,"$3,300.00 ","$1,100.00 ",,"$4,400.00 "
164981,,2135,,Match,Non_Exact,25,25,91400,1001,,$149.10 ,"$3,462.20 ",$149.10 ,April-21; May-21; June-21; July-21; August-21; September-21,9/20/21,$184.10 ,,"$4,256.00 ",,"$4,440.10 "
165012,,2128,,Match,Non_Exact,25,25,92200,2000,$0.00 ,"$1,231.48 ","$1,621.00 ","$1,231.48 ",June-21; July-21; August-21; September-21; October-21; November-21; December-21,9/6/21,"$1,500.00 ","$1,662.00 ","$1,662.00 ",,"$4,824.00 "
165024,,2130,,Match,Non_Exact,25,25,130404,1005,$0.00 ,$0.00 ,$360.00 ,$0.00 ,,,$307.41 ,,,,$307.41 
165027,,2126,,Match,Non_Exact,25,25,61000,1004,"$1,800.00 ",$0.00 ,$0.00 ,"$1,800.00 ",September-21; October-21; November-21; December-21,,,"$5,400.00 ","$1,800.00 ",,"$7,200.00 "
165029,,2124,,Match,Non_Exact,25,25,101002,3012,$312.00 ,$0.00 ,$0.00 ,$312.00 ,,8/31/21,$203.35 ,,,,$203.35 
165032,,2121,,Match,Non_Exact,25,25,110502,2003,"$10,750.00 ",$0.00 ,$0.00 ,"$10,750.00 ",May-20; August-20; September-20; October-21; November-21,9/23/21,$875.93 ,"$3,250.00 ","$10,750.00 ",,"$14,875.93 "
165143,,2121,,Match,Non_Exact,25,25,10104,1003,"$1,200.00 ",$0.00 ,$0.00 ,"$1,200.00 ",21-Sep,9/6/21,,,"$1,200.00 ","$1,200.00 ","$3,600.00 "
165199,,2125,,Match,Non_Exact,25,25,505,1002,,"$1,500.00 ","$2,000.00 ","$1,500.00 ",July-21; August-21; September-21; October-21,9/17/21,"$1,000.00 ","$1,000.00 ","$13,000.00 ",,"$15,000.00 "
165208,,,2121,No_Match,,,,81900,4003,,$0.00 ,"$1,600.00 ",$0.00 ,September-21; October-21; November-21; December-21,9/14/21,,"$3,479.00 ","$1,656.00 ","$1,656.00 ","$6,791.00 "
165210,,2130,,Match,Non_Exact,25,25,140202,1005,,$0.00 ,"$2,770.14 ",$0.00 ,June-21; July-21; August-21; September-21; October-21; November-21,,,"$4,800.00 ","$3,000.00 ",,"$7,800.00 "
165214,,2128,,Match,Non_Exact,25,25,80100,2000,"$12,600.00 ","$4,000.00 ","$2,834.00 ","$23,800.00 ",May-21; May-21; June-21,5/4/21,,"$15,000.00 ",,,"$15,000.00 "
165215,,2118,,Match,Non_Exact,25,25,80100,2000,"$1,850.00 ",$0.00 ,$0.00 ,"$1,850.00 ",,,,"$15,000.00 ",,,"$15,000.00 "
165216,,2124,,Match,Non_Exact,25,25,50901,3006,"$9,800.00 ",$0.00 ,"$1,100.00 ","$9,800.00 ",July-21; July-21; August-21; September-21,7/2/21,,"$9,800.00 ",,,"$9,800.00 "
165217,,2129,,Match,Non_Exact,25,25,80401,1000,"$2,616.00 ",$0.00 ,$199.00 ,"$2,616.00 ",,8/11/21,,,"$2,616.00 ",,"$2,616.00 "
165218,,2210,,Match,Non_Exact,25,25,100200,2004,"$2,900.00 ",$0.00 ,$533.00 ,"$12,206.00 ",April-21; April-21; May-21; June-21; July-21; August-21; September-21,4/27/21,,"$11,209.05 ",,,"$11,209.05 "
165220,,2128,,Match,Non_Exact,25,25,61204,1018,"$11,000.00 ",$884.73 ,"$2,000.00 ","$15,634.73 ",21-May,5/6/21,,"$15,000.00 ",,,"$15,000.00 "
165221,,2130,,Match,Non_Exact,25,25,80401,2003,"$15,000.00 ",$0.00 ,"$2,119.60 ","$15,000.00 ",,7/29/21,,"$15,000.00 ",,,"$15,000.00 "
165222,,2128,,Match,Exact,25,25,51101,1002,"$9,080.00 ",$0.00 ,"$1,522.00 ","$9,080.00 ",,6/4/21,"$1,500.00 ",,,,"$1,500.00 "
165224,,2125,,Match,Non_Exact,25,25,81200,1000,"$4,460.00 ",$0.00 ,$944.00 ,"$4,460.00 ",21-Apr,4/5/21,,"$4,460.00 ",,,"$4,460.00 "
165225,,2128,,Match,Exact,25,25,50500,1003,"$4,500.00 ",$0.00 ,"$1,600.00 ","$4,500.00 ",21-Apr,4/14/21,,"$4,500.00 ",,,"$4,500.00 "
165226,,2128,,Match,Non_Exact,25,25,90400,4000,"$2,403.00 ","$1,015.00 ",$989.00 ,"$3,418.00 ",21-Jun,6/3/21,,"$2,403.00 ",,,"$2,403.00 "
165227,,2114,,Match,Non_Exact,25,25,50901,2000,"$3,900.00 ","$2,400.00 ","$4,000.00 ","$11,800.00 ",April-21; May-21; June-21; July-21,4/21/21,,"$7,800.00 ",,,"$9,100.00 "
165228,,2108,,Match,Non_Exact,25,25,50400,2002,"$11,200.00 ",$0.00 ,"$1,500.00 ","$11,200.00 ",21-Apr,4/30/21,,"$11,200.00 ",,,"$11,200.00 "
165229,,2124,,Match,Non_Exact,25,25,20305,1006,"$3,678.00 ",$0.00 ,"$3,100.00 ","$3,678.00 ",May-21; June-21; July-21; August-21,5/4/21,,"$7,356.00 ",,,"$7,356.00 "
165230,,,2108,Tie,,,,30302,1046,"$9,700.00 ",$465.62 ,"$3,741.50 ","$10,165.62 ",21-May,5/12/21,$465.62 ,"$9,700.00 ",,,"$10,165.62 "
165231,,2124,,Tie,,,,92300,4000,"$5,600.00 ","$9,058.80 ","$4,819.00 ","$14,658.80 ",21-May,5/13/21,"$1,500.00 ","$5,600.00 ",,,"$7,100.00 "
165232,,2124,,Match,Non_Exact,25,25,50400,2006,"$4,500.00 ",$0.00 ,"$1,319.00 ","$4,500.00 ",21-May,5/28/21,,"$10,500.00 ",,,"$10,500.00 "
165234,,2121,,Match,Non_Exact,25,25,100400,4003,"$10,600.00 ","$4,550.00 ",$0.00 ,"$15,150.00 ",June-21; June-21,6/7/21,"$1,500.00 ","$10,600.00 ",,,"$12,100.00 "
165235,,2124,,Match,Non_Exact,25,25,60301,3006,"$2,700.00 ",$320.00 ,"$3,200.00 ","$3,020.00 ",,5/12/21,,"$7,780.00 ",,,"$7,780.00 "
165236,,2136,,Match,Non_Exact,25,25,81900,4010,"$2,800.00 ","$2,500.00 ","$4,268.00 ","$14,658.80 ",June-21; June-21; June-21; June-21; July-21; August-21,6/7/21,"$1,500.00 ","$9,400.00 ",,,"$10,900.00 "
165237,,2119,,Match,Non_Exact,25,25,100400,4000,"$1,366.00 ","$1,590.20 ","$2,882.00 ","$8,938.20 ",July-21; August-21; September-21; October-21,6/29/21,"$1,500.00 ","$2,991.00 ","$2,363.00 ",,"$6,854.00 "
165238,,2122,,Match,Non_Exact,25,25,140300,2008,"$4,000.00 ",$0.00 ,"$1,200.00 ","$10,000.00 ",May-21; June-21; July-21; August-21,8/3/21,,"$7,000.00 ",,,"$7,000.00 "
165242,,2130,,Match,Non_Exact,25,25,91700,1001,"$12,462.00 ","$8,000.00 ","$5,900.00 ","$20,462.00 ",March-21; April-21; May-21; June-21; July-21; August-21; September-21,8/12/21,$461.00 ,"$2,077.00 ","$12,462.00 ",,"$15,000.00 "
165243,,2122,,Match,Non_Exact,25,25,91001,1007,"$8,390.00 ",$0.00 ,$783.00 ,"$16,178.00 ",February-21; March-21; April-21; May-21; June-21; July-21,8/3/21,"$1,500.00 ","$12,980.00 ",,,"$14,480.00 "
165244,,2120,,Match,Non_Exact,25,25,60700,1004,"$1,250.00 ",$520.00 ,"$2,012.00 ","$9,270.00 ",21-Jun,8/3/21,$592.47 ,"$7,512.00 ",,,"$8,104.47 "
165245,,2120,,Match,Non_Exact,25,25,110105,1015,"$3,140.85 ",$0.00 ,"$2,048.00 ","$13,622.85 ",April-21; May-21; June-21; July-21,8/3/21,,"$13,976.00 ",,,"$13,976.00 "
165247,,2120,,Match,Exact,25,25,80601,2002,"$3,560.00 ",$0.00 ,"$2,000.00 ","$11,924.00 ",May-21; June-21; July-21; August-21,5/25/21,,"$3,948.00 ",,,"$3,948.00 "
165248,,2130,,Match,Non_Exact,25,25,140106,1004,$380.00 ,$581.00 ,"$1,077.00 ","$2,001.00 ",April-21; May-21; June-21,6/4/21,$581.26 ,$590.78 ,,,"$1,172.04 "
165249,,2125,,Match,Non_Exact,25,25,92101,2003,,"$5,294.53 ","$1,249.80 ","$5,294.53 ",,6/17/21,"$1,500.00 ",,,,"$1,500.00 "
165250,,2210,,Match,Non_Exact,25,25,81102,2005,,$900.00 ,"$2,268.00 ",$900.00 ,,6/9/21,$788.25 ,,,,$788.25 
165252,,2124,,Match,Non_Exact,25,25,60604,2010,"$2,636.00 ",$0.00 ,$0.00 ,"$13,180.00 ",April-21; May-21; June-21; July-21; August-21,5/14/21,,"$6,590.00 ",,,"$6,590.00 "
165263,,2124,,Match,Non_Exact,25,25,92200,1006,,$0.00 ,$750.00 ,"$18,000.00 ",April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21,,,,"$12,000.00 ",,"$12,000.00 "
165267,,2128,,Match,Non_Exact,25,25,100500,3005,$975.00 ,$0.00 ,$334.00 ,"$6,525.00 ",March-21; April-21; May-21,5/15/21,,"$3,700.00 ",,,"$3,700.00 "
165269,,2132,,Match,Non_Exact,25,25,50901,1016,,$0.00 ,"$3,700.00 ",$0.00 ,,8/16/21,,"$6,455.00 ","$3,000.00 ",,"$9,455.00 "
165270,,2131,,Match,Non_Exact,25,25,91500,2004,"$4,574.00 ",$0.00 ,$0.00 ,"$4,574.00 ",21-Apr,4/23/21,,"$4,574.00 ",,,"$4,574.00 "
165271,,2128,,Match,Exact,25,25,51101,1009,"$1,500.00 ",$0.00 ,$800.00 ,"$4,500.00 ",May-21; June-21,5/14/21,$319.17 ,"$3,000.00 ",,,"$3,319.17 "
165272,,2111,,Match,Non_Exact,25,25,805,1006,"$3,300.00 ",$0.00 ,"$3,920.00 ","$3,300.00 ",21-May,4/16/21,,"$3,300.00 ",,,"$3,300.00 "
165273,,2124,,Match,Non_Exact,25,25,50700,1001,"$14,700.00 ",$0.00 ,"$3,300.00 ","$14,700.00 ",21-Mar,5/20/21,,"$11,000.00 ",,,"$11,000.00 "
165274,,2128,,Match,Non_Exact,25,25,70202,1010,,$0.00 ,"$1,070.04 ","$7,200.00 ",May-21; June-21; July-21,5/20/21,,"$3,600.00 ",,,"$3,600.00 "
165275,,2128,,Match,Non_Exact,25,25,130404,1002,"$3,200.00 ",$0.00 ,"$3,500.00 ","$6,600.00 ",May-21; May-21,5/20/21,,"$5,250.00 ",,,"$5,250.00 "
165276,,2128,,Match,Non_Exact,25,25,100400,1003,"$2,400.00 ",$940.13 ,"$4,000.00 ","$17,740.13 ",August-21; September-21; October-21,7/19/21,$940.13 ,"$9,600.00 ",$1.00 ,,"$15,001.00 "
165277,,2210,,Match,Non_Exact,25,25,70104,1022,,"$1,100.00 ","$2,468.00 ","$1,100.00 ",,7/7/21,"$1,358.81 ",,,,"$1,358.81 "
165279,,2135,,Match,Non_Exact,25,25,60604,2010,,$0.00 ,"$3,000.00 ",$0.00 ,July-21; August-21; September-21,8/12/21,,"$3,954.00 ",,,"$3,954.00 "
165280,,2115,,Match,Non_Exact,25,25,92300,2000,,$0.00 ,"$2,094.46 ",$0.00 ,September-21; October-21; November-21,8/31/21,,"$9,160.00 ",,,"$9,160.00 "
165281,,2130,,Match,Non_Exact,25,25,603,1000,"$2,688.00 ",$521.29 ,"$4,152.00 ","$8,424.49 ",July-21; August-21; September-21; October-21,7/28/21,$521.29 ,"$4,311.00 ","$1,792.00 ","$1,937.00 ","$12,872.29 "
165282,,,2130,No_Match,,,,120201,2015,"$4,004.00 ",$0.00 ,$427.00 ,"$10,010.00 ",August-21; September-21; October-21,7/28/21,,"$7,007.00 ",,,"$7,007.00 "
165283,,2118,,Match,Non_Exact,25,25,301,1006,"$2,300.00 ",$0.00 ,"$2,300.00 ","$16,100.00 ",July-21; August-21; September-21,8/4/21,,"$6,900.00 ","$6,900.00 ",,"$13,800.00 "
165285,no address or neighborhood provided,,,No_Match,,,,,,,$0.00 ,"$1,862.00 ",$0.00 ,21-Apr,8/12/21,,"$5,072.00 ",,"$3,650.00 ","$8,722.00 "
165286,,,2125,Tie,,,,91400,1009,"$3,544.00 ",$0.00 ,"$1,083.00 ","$8,860.00 ",August-21; September-21; October-21,7/29/21,,"$2,658.00 ","$3,544.00 ",,"$6,202.00 "
165288,,,2119,Tie,,,,81400,2012,$950.00 ,$170.00 ,$0.00 ,"$9,670.00 ",February-21; February-21; March-21; April-21; June-21; June-21; July-21; August-21,6/3/21,,"$4,750.00 ",,,"$4,750.00 "
165289,,2136,,Match,Exact,25,25,140202,5000,$950.00 ,$170.00 ,$0.00 ,"$1,120.00 ",,,,"$4,750.00 ",,,"$4,750.00 "
165290,,2111,,Match,Non_Exact,25,25,82000,1003,"$2,476.00 ",$0.00 ,$540.00 ,"$16,690.00 ",March-21; April-21; May-21,5/21/21,,"$2,873.00 ",,,"$2,873.00 "
165291,,2115,,Match,Non_Exact,25,25,140201,1006,"$3,300.00 ","$1,200.00 ","$2,600.00 ","$15,700.00 ",March-21; April-21; May-21; June-21,6/15/21,,,"$6,600.00 ",,"$13,200.00 "
165293,,,2122,Tie,,,,92101,3011,,$0.00 ,"$1,520.00 ","$7,830.00 ",August-21; September-21; October-21,7/27/21,,"$4,520.00 ",,,"$4,520.00 "
165294,,2125,,Match,Non_Exact,25,25,10403,2002,,$0.00 ,"$1,000.00 ","$10,850.00 ",May-21; June-21; July-21; August-21,6/14/21,,"$6,200.00 ",,,"$6,200.00 "
165295,,2121,,Match,Non_Exact,25,25,140400,7005,"$1,156.00 ",$264.21 ,#Error!,#Error!,May-21; June-21; July-21; August-21,5/28/21,,"$4,620.00 ",,,"$4,620.00 "
165300,,2119,,Match,Non_Exact,25,25,50700,1003,"$8,400.00 ",$0.00 ,"$1,600.00 ","$30,800.00 ",December-20; January-21; February-21; March-21; April-21; May-21,4/16/21,,"$15,000.00 ",,,"$15,000.00 "
165302,,2121,,Match,Non_Exact,25,25,301,4003,,$0.00 ,"$1,756.00 ","$5,700.00 ",May-21; June-21; July-21; August-21; September-21; October-21,4/22/21,,"$2,850.00 ",,,"$2,850.00 "
165304,,2111,,Match,Non_Exact,25,25,100800,6002,"$19,000.00 ","$2,125.23 ","$2,000.00 ","$36,725.23 ",June-21; July-21; August-21,5/28/21,,"$7,950.00 ",,,"$7,950.00 "
165306,,2111,,Match,Non_Exact,25,25,60604,1003,$650.00 ,$120.00 ,"$4,000.00 ","$5,120.00 ",May-21; June-21; July-21; August-21; September-21; October-21,,,"$4,275.00 ","$2,000.00 ",,"$6,275.00 "
165308,,2128,,Match,Non_Exact,25,25,91500,1000,,$735.28 ,$0.00 ,$735.28 ,April-21; May-21,9/17/21,$735.48 ,,$997.00 ,,"$1,732.48 "
165310,,2124,,Match,Non_Exact,25,25,50700,3004,"$4,200.00 ",$0.00 ,"$2,800.00 ","$21,000.00 ",September-20; April-21; May-21; June-21; July-21,5/5/21,,"$12,600.00 ",,,"$12,600.00 "
165311,,2125,,Match,Non_Exact,25,25,60301,1004,"$19,000.00 ",$0.00 ,#Error!,#Error!,March-20; April-20; May-20; June-20; July-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,7/19/21,,,"$15,000.00 ",,"$15,000.00 "
165312,,,2124,No_Match,,,,100500,1003,,"$13,736.16 ",$0.00 ,"$13,736.16 ",March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,8/12/21,,,"$1,500.00 ",,"$1,500.00 "
165313,,2125,,Match,Exact,25,25,91001,4007,"$6,200.00 ",$0.00 ,"$1,455.00 ","$19,400.00 ",September-20; October-20; November-20; December-20; January-21; February-21; March-21,4/7/21,,"$8,400.00 ",,,"$8,400.00 "
165314,,2113,,Match,Non_Exact,25,25,81800,2003,"$4,520.00 ",$0.00 ,"$1,720.00 ","$27,470.00 ",March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,5/14/21,,"$4,520.00 ",,,"$4,520.00 "
165315,,2124,,Match,Non_Exact,25,25,10600,2001,,$0.00 ,"$1,700.00 ",$0.00 ,July-21; August-21; September-21; October-21; November-21,9/8/21,$53.76 ,"$8,544.00 ","$5,506.00 ",,"$14,103.76 "
165316,,2134,,Match,Non_Exact,25,25,30100,1009,"$16,100.00 ",$0.00 ,"$2,600.00 ","$42,700.00 ",April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,5/10/21,,"$15,000.00 ",,,"$15,000.00 "
165317,,2132,,Match,Non_Exact,25,25,92400,3009,"$17,050.00 ",$0.00 ,"$1,928.00 ","$40,450.00 ",July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21,7/7/21,,"$15,000.00 ",,,"$15,000.00 "
165319,,2134,,Match,Non_Exact,25,25,130200,4006,,$0.00 ,"$2,100.00 ",$0.00 ,August-21; September-21; October-21; November-21; December-21,8/12/21,,"$8,925.00 ",,,"$15,000.00 "
165320,,2125,,Match,Non_Exact,25,25,91900,3004,"$5,559.40 ",$0.00 ,"$1,972.00 ","$5,559.40 ",July-21; August-21; September-21; October-21; November-21; December-21,8/12/21,,"$9,299.40 ","$5,369.40 ",,"$14,668.80 "
165321,,2130,,Match,Non_Exact,25,25,701,2000,"$1,395.00 ",$0.00 ,"$2,190.00 ","$9,765.00 ",August-21; September-21; October-21; November-21; December-21,7/29/21,,"$4,185.00 ",,,"$4,185.00 "
165322,,2135,,No_Match,,,,91100,5003,,$833.02 ,$0.00 ,"$3,451.02 ",June-21; July-21; August-21; September-21; October-21; November-21; December-21,7/29/21,,"$1,701.00 ",,,"$1,701.00 "
165326,,2121,,Match,Non_Exact,25,25,120201,2000,,$475.54 ,"$1,796.00 ",$475.54 ,August-21; September-21; October-21; November-21; December-21,8/19/21,$475.54 ,"$3,140.00 ",,,"$3,615.54 "
165327,,2125,,Match,Non_Exact,25,25,82100,2002,$0.00 ,$135.00 ,"$3,840.00 ",$135.00 ,August-21; September-21; October-21; November-21; December-21,9/3/21,$231.28 ,"$2,763.00 ",$921.00 ,,"$3,915.28 "
165331,,2126,,Match,Exact,25,25,101001,5000,"$1,825.00 ",$0.00 ,"$2,100.00 ","$12,775.00 ",21-Jul,8/3/21,,"$9,125.00 ",,,"$9,125.00 "
165333,,2115,,Match,Non_Exact,25,25,101101,3009,"$2,700.00 ","$1,080.73 ",$540.00 ,"$3,780.73 ",21-Jun,7/24/21,"$1,425.85 ",,,,"$1,425.85 "
165334,,2128,,Match,Non_Exact,25,25,101102,2007,"$3,800.00 ","$1,400.00 ","$1,211.00 ","$20,400.00 ",February-21; March-21; April-21; May-21; June-21,5/18/21,,"$1,900.00 ","$7,600.00 ",$0.00 ,"$9,500.00 "
165335,,2119,,Match,Non_Exact,25,25,10701,3004,$925.00 ,$736.80 ,$0.00 ,"$8,136.80 ",May-21; June-21; July-21; August-21,6/16/21,$798.27 ,"$2,775.00 ",$925.00 ,,"$4,498.27 "
165336,,2126,,Match,Non_Exact,25,25,50200,1001,,$0.00 ,"$2,400.00 ",$0.00 ,July-21; August-21; September-21,,,"$5,400.00 ",,,"$5,400.00 "
165337,,2128,,Match,Non_Exact,25,25,90600,2001,"$3,000.00 ",$0.00 ,"$1,275.00 ","$19,000.00 ",October-20; April-21; May-21; June-21; July-21,5/10/21,,"$6,000.00 ","$9,000.00 ",,"$15,000.00 "
165338,,2126,,Match,Exact,25,25,101001,4002,"$4,800.00 ","$4,730.53 ","$1,300.00 ","$21,530.53 ",February-21; March-21; April-21; May-21; June-21; July-21; August-21,6/28/21,"$1,500.00 ","$3,600.00 ","$4,800.00 ",,"$16,020.00 "
165339,,2111,,Match,Non_Exact,25,25,110301,1010,"$10,000.00 ",$0.00 ,"$2,568.00 ","$30,000.00 ",September-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,5/31/21,,"$14,000.00 ",,,"$14,000.00 "
165340,,2124,,Match,Non_Exact,25,25,50600,2000,"$4,000.00 ",$0.00 ,"$3,000.00 ","$18,000.00 ",April-21; May-21; June-21; July-21,6/3/21,$92.41 ,"$6,000.00 ","$4,000.00 ",,"$10,092.41 "
165341,,2126,,Match,Exact,25,25,101002,1003,"$17,522.00 ",$0.00 ,$0.00 ,"$37,022.00 ",June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,5/21/21,,"$15,000.00 ",,,"$15,000.00 "
165342,,2124,,Match,Exact,25,25,100400,2000,"$7,844.02 ",$226.00 ,"$2,520.00 ","$27,614.02 ",September-20; October-20; November-20; December-20; January-21; February-21; March-21; May-21; June-21; July-21; August-21,5/21/21,,"$13,428.00 ",,,"$15,000.00 "
165348,,2128,,Match,Exact,25,25,51200,2003,,$0.00 ,"$2,800.00 ",$0.00 ,May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,9/1/21,,"$4,065.00 ","$6,116.00 ",,"$10,181.00 "
165349,,2126,,Match,Exact,25,25,101001,6000,,"$2,620.00 ",$720.00 ,"$2,620.00 ",June-21; July-21; August-21,,,,"$1,713.00 ",,"$1,713.00 "
165377,,2125,,Match,Exact,25,25,91500,1004,,$0.00 ,"$1,348.00 ",$0.00 ,June-21; July-21; September-21; October-21; November-21,,,"$1,284.00 ","$1,353.00 ",,"$2,637.00 "
165404,,2126,,Match,Exact,25,25,101101,1003,,$0.00 ,"$1,800.00 ","$4,167.00 ",,,,,,"$4,167.00 ","$4,167.00 "
165432,,2128,,Match,Non_Exact,25,25,50300,3003,"$14,000.00 ",$0.00 ,$0.00 ,"$14,000.00 ",,9/1/21,"$1,156.61 ","$8,100.00 ","$5,486.00 ",,"$14,742.61 "
165436,,2124,,Match,Exact,25,25,100300,1009,,$0.00 ,"$4,400.00 ",$0.00 ,April-21; May-21; June-21; July-21; August-21; September-21; October-21,9/1/21,,,"$14,765.00 ",,"$14,765.00 "
165440,,2125,,Match,Exact,25,25,91800,2001,"$3,400.00 ",$0.00 ,"$1,111.00 ","$3,400.00 ",June-21; July-21; August-21; September-21; October-21; November-21; December-21,9/9/21,,"$2,812.00 ","$5,400.00 ",,"$8,212.00 "
165443,,2121,,Match,Exact,25,25,82000,3001,,$0.00 ,$500.00 ,$0.00 ,June-21; July-21; August-21; September-21,9/24/21,,,"$2,845.52 ",,"$2,845.52 "
165446,,2135,,Match,Exact,25,25,102,2031,,$0.00 ,"$1,873.00 ",$0.00 ,October-20; November-20; December-20,9/2/21,,,"$5,390.00 ",,"$5,390.00 "
165451,,2128,,Match,Exact,25,25,50700,1003,,$0.00 ,$800.00 ,$0.00 ,October-21; November-21; December-21,9/2/21,,,"$12,600.00 ",,"$12,600.00 "
165466,,2120,,Match,Exact,25,25,81102,1003,,$0.00 ,"$2,071.00 ",$0.00 ,September-21; October-21; November-21; December-21,8/31/21,,"$5,187.00 ","$1,729.00 ",,"$6,916.00 "
165475,,2111,,Match,Exact,25,25,70202,1000,"$2,308.00 ",$0.00 ,$375.60 ,"$2,308.00 ",August-21; September-21; October-21; November-21; December-21,9/15/21,,"$4,616.00 ","$1,410.00 ",,"$6,026.00 "
165493,,2119,,Match,Exact,25,25,80401,1022,,$0.00 ,"$2,600.00 ",$0.00 ,April-21; May-21; June-21; July-21; August-21; September-21,9/6/21,$902.95 ,,"$7,125.00 ",,"$8,027.95 "
165523,,2119,,No_Match,,,,81700,3011,,$0.00 ,$600.00 ,$0.00 ,September-21; October-21; November-21; December-21,,,"$1,500.00 ",$500.00 ,,"$2,000.00 "
165527,,2136,,Match,Exact,25,25,140107,2002,,"$4,700.80 ",$0.00 ,"$4,700.80 ",May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,,"$1,500.00 ","$6,000.00 ","$4,000.00 ",,"$11,500.00 "
